,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.51270208,33.33333333,31.52173913,41.01522843,32.93430001,24.74980025,23.519201,26.83695445,26.71196492,23.70676892,25.39867306,23.76085994,22.17685159,24.95432766,28.66730144,28.4604662,32.18413716,34.09190318,37.64165103,36.86404446,40.65636626,37.21759508,35.09427306,38.79802621,34.84103294,29.03469599,26.4775827,28.03035891,28.07887855,28.97901278,
,,,,,,,,,,,,,,,,,,,,23.31475419,25.10424809,19.27676824,19.5611307,23.24196367,21.66314919,20.13211451,20.98108755,24.06098153,29.57039417,24.90642069,27.44418829,26.08401219,28.35808886,20.55196426,21.70731015,20.3558852,20.17382012,19.06595638,24.58910952,31.70802235,24.88973916,24.02564726,20.63640569,19.67346269,21.15035162,19.42444738,19.90064879,25.92000222,19.36016473,15.51496152,15.50131777,14.98182087,17.77562049,17.96171518,20.60526163,21.42359304,18.69299793,18.95960346,18.95957233,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04302674,12.58254206,11.01442918,10.89311134,12.094597,11.89258583,12.80320862,13.76364473,13.41281661,14.8326328,
,,,,,,,,,,16.38801523,16.83312846,20.13755981,20.41785375,14.58144958,23.02256952,19.18524887,19.1573373,24.69482195,20.83139342,17.11711712,15.97222222,15.6424581,13.21656051,19.67230062,19.46433839,13.56249118,13.58406051,13.98077831,11.5875602,12.53193652,15.57777054,16.70433814,16.56377258,14.37119645,15.24400457,16.23722012,19.63196933,23.60651199,18.77185221,18.14347892,14.26843529,16.29467272,13.23207319,11.02170245,14.25362106,13.8653305,15.18665491,17.55274034,16.97126133,17.00701845,19.81555242,17.67299202,19.01772687,21.03379702,20.28127686,21.05736185,22.22028633,20.59635257,19.8750109,
19.6780414,21.35613949,19.60466029,19.25988423,18.60239795,20.02392464,19.89289111,16.91871444,18.91756155,22.35219861,20.54203211,21.11791444,21.17081374,23.24408983,25.38869013,26.83887315,23.11621066,22.0691466,22.97322186,22.7644531,23.34647495,23.08412049,21.09376443,16.68204411,15.74056011,19.20075347,19.09310889,22.30466061,22.71852835,26.90278706,20.16660691,19.76910062,18.93460235,20.84635875,22.99348937,17.29234635,17.26694638,17.76398561,18.16475192,17.38955974,18.90311927,18.7418603,17.44907948,16.8566884,17.91256834,17.20488348,17.8164739,19.81932597,21.61938284,18.79613505,21.80132157,21.82627609,21.41722537,21.69376694,20.54841076,17.41164254,14.96954698,14.63038628,14.82937141,15.11296848,
,,,,,,,,,,,,,,,19.22711926,27.00843409,24.00977493,22.88458339,23.53333828,20.83988212,23.4270415,19.24391286,16.94690265,13.80583241,13.11463845,13.61066495,13.61435239,14.90126166,16.26517968,14.92957746,13.37844488,7.031170158,9.585542169,11.07695863,12.09688271,12.11190576,15.41492537,18.9163431,19.51322217,18.10753391,15.62612539,17.40222115,18.26452718,19.23646393,18.91870664,21.26970954,18.97516474,18.29642006,16.95305677,15.88007837,17.05602254,16.18057267,16.52353004,16.53347919,16.92330117,16.39462112,15.63229409,14.29292539,15.69141582,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.58289712,18.68045761,20.62548866,23.25752018,29.6502864,28.65609483,36.66169896,41.31429364,35.49306725,33.80530973,21.38001796,13.05791927,14.42999304,21.25972436,15.0554608,13.48643844,11.36670446,10.43740192,12.98480375,13.66807367,17.55651355,23.6918138,26.02240055,32.88336825,39.59097133,27.44234569,35.24580943,34.61965456,34.80471468,41.06583411,38.6777535,
,,,,,,,,,,,,,,,,,,,,29.91478707,32.09494668,35.17975628,38.5149227,37.45126701,43.54278831,41.65970326,36.85101074,38.42811983,32.42929419,30.38705229,31.00574839,45.58355613,43.46071488,51.29342986,45.37738299,42.2833675,32.73964491,34.77298247,38.81801952,50.34362972,62.5760746,62.11764224,60.69000628,64.89730086,53.48114428,47.74232443,30.03429982,43.98433153,46.87695035,63.19605165,69.29176803,69.52741408,47.06286711,53.10946641,55.46129855,57.00622505,51.94944696,47.58821219,37.95492292,
6.015737723,7.399437813,8.799062314,9.807095197,12.28287051,13.26219512,21.81571816,25.44620031,30.73684211,38.25382538,45.32269761,50.44052863,50.94413847,50.89997049,47.87208464,41.89986674,33.77125193,33.46482577,36.36363636,37.21939539,40.05214966,43.40567613,37.65848524,29.38912004,29.44353062,22.99441288,21.48534526,15.50083346,23.58451549,36.10818292,37.36697697,33.2101747,30.41930063,28.77953098,25.98254421,27.13013375,23.44352121,24.0519866,37.93667259,25.62595125,29.55108039,29.88813662,30.19380521,30.14300769,31.47970201,27.15034196,25.90469664,30.79236437,36.18710855,38.9302334,38.05304132,35.45356026,38.08283137,29.40907561,28.19907564,32.60317753,27.0318437,27.63242528,29.4326179,34.85806219,
19.63635583,21.19205263,23.27869317,21.76655686,22.12643584,21.40921409,21.13401804,21.83623325,16.21911628,16.365681,17.98367251,18.74860653,18.43350918,20.84581973,15.5018227,13.80130839,11.96626004,11.55393597,10.88687069,9.794197902,7.007125589,8.739405813,6.669374574,11.83265505,12.30714187,15.38406105,12.77946311,12.63111525,10.50941213,11.75584426,12.70805981,12.6480118,12.40250132,10.57848181,11.70605363,14.11903115,7.275021434,10.08018914,11.01276891,12.9619644,11.07229594,10.24082921,9.624946666,6.404792507,6.812138026,9.864817356,10.23421102,10.68724058,12.72849237,13.20417248,16.8437813,13.70846447,10.83397513,7.515324022,21.99079072,21.80538045,22.46346795,25.6012512,25.90158353,23.15599432,
,22.68395025,23.25215513,23.08031086,24.05227602,26.48280298,27.17303992,24.47439155,23.54808709,24.26165251,22.19884165,23.17426315,23.20425342,24.40933658,25.9383454,24.91913215,25.2013532,24.36974663,23.57389484,25.22629305,23.84272628,25.38127756,19.99648373,20.29969668,21.03975509,21.61802941,21.77042616,22.27123789,23.59989814,23.70012526,21.38118924,19.41100002,18.43945482,18.53525613,19.57702718,19.44224963,18.98980541,21.28830623,21.11811116,20.75547211,20.6832834,19.74090425,19.80962662,20.53911128,21.45586732,22.70463251,23.66494729,23.97059609,24.1324611,22.01510178,23.53731445,24.20795945,24.8675436,24.90767507,24.87070761,23.82159339,22.76112016,23.53212614,23.07483038,22.70389317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.10617345,24.53561322,25.54054563,25.90506216,24.81893394,25.21655675,24.38759806,23.3849952,23.47490151,24.64808942,24.54991772,26.48285218,28.75952206,28.50607998,22.78605696,23.13571422,23.89820091,22.56253548,21.54442123,22.39069646,22.93093861,21.59892098,22.06911553,23.04072511,22.67146622,
,,,,,,,,,,38.01855441,38.27926756,37.46199879,36.91993389,36.82539953,27.07889326,24.43890179,24.44363977,25.58558868,28.13080845,32.05243591,29.22463142,28.89396618,29.35056205,26.83200056,27.61036645,29.750468,29.30452279,30.31414036,31.05753602,32.67776105,29.54656978,26.60830726,25.41855792,26.15676645,25.94485479,25.45166014,24.16175425,25.23632834,24.70641394,24.71013609,24.94584609,23.36514511,23.06345157,21.5127631,24.01502434,25.19859747,24.26326544,25.32923857,26.21819351,23.86333647,26.73520894,24.38534269,22.54656307,23.23646826,23.06743076,23.09969828,23.69882579,22.7018254,22.33732622,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07684123,15.51360149,12.73327147,15.30431628,14.63274762,15.45969017,16.83721903,16.64350149,16.95191378,15.70381417,17.1282883,15.23188816,12.80811085,8.553731908,22.1529249,13.99438271,13.57252812,15.30133021,18.91539964,18.7418211,22.10260864,23.43476367,11.71796049,12.15699214,19.3081832,17.04520532,18.86842175,22.3546766,23.1475919,25.80074685,25.94896473,23.57983019,25.18242361,28.14629716,25.73130213,27.67004583,27.84967073,27.77917306,26.94382504,20.86982846,22.11674947,22.36678545,22.33307575,21.04101861,19.77894959,21.84016717,20.81581803,20.84546483,26.81762984,21.05836895,23.13998612,24.64276539,26.44943795,25.62556817,23.24126217,23.78573234,22.21193231,21.25658342,22.26445916,22.77472574,
39.58464578,22.80526327,15.73732059,21.76186304,24.34744351,27.10143174,30.45445009,23.86259492,24.9353816,25.00873278,32.86947671,33.63782808,31.24831526,32.95602337,33.20619444,35.03571856,33.21976061,33.87895996,37.60381373,36.29690312,34.60519308,32.94874956,31.98010242,31.92586289,34.37840615,39.06410689,37.72700169,37.32087978,39.07830939,37.20868678,34.15784885,35.23636005,39.07186801,43.28314976,40.05028547,38.8377198,37.54172047,35.52294565,34.81368233,34.10970891,33.57302849,35.54159672,36.15344344,39.62013059,41.84719726,40.34614955,39.9103387,40.48219017,42.26902681,45.35623583,46.5561547,46.6601211,46.2252656,46.39894934,45.82395276,43.23480666,42.63137693,43.01329739,43.7934746,43.25110574,
16.72493469,19.84098339,13.88956778,17.78283022,21.84455323,21.87222786,21.82034643,19.78228194,17.81210511,19.52529038,22.49565293,21.8019049,20.87534817,23.18011006,22.01623856,22.44457888,22.98922739,27.33238036,29.76217101,27.96544933,26.53611796,25.94047338,23.18829037,18.41277178,11.6507777,12.95138474,12.06341005,12.31724466,12.65035275,8.90395595,6.688803339,7.358001161,6.923884602,9.793071084,13.71571807,15.59844581,12.11207057,14.42444857,13.51926727,13.30789947,10.4845624,10.51608017,9.364770174,9.079177833,10.1012411,13.93881658,10.59140593,12.67022898,12.06917563,8.696855236,13.43703222,4.70372346,16.08978574,20.71073361,19.7395877,23.48476251,21.74283843,20.12192618,21.21242497,20.05864446,
,,,,,12.53132773,13.34289846,13.76465562,13.35907349,10.69556094,16.02765631,16.64710262,18.24678108,19.89145697,17.08068633,19.97386587,17.58845253,28.48920857,31.24881269,28.52036987,20.98283879,27.18770913,24.79631653,25.97784573,25.94366095,24.88494696,25.51283406,24.69976327,20.89731229,17.09601256,17.81197837,16.67265481,14.30538628,16.70939918,19.73694271,20.05660373,20.62248374,21.32526448,21.18833419,20.34420128,19.98456876,22.74918959,22.82343311,22.68191208,22.35884939,21.95968233,20.94879156,20.84062689,24.11018024,23.66215808,23.20565146,24.14364257,22.77170184,23.05069431,24.05670004,22.39604838,22.60815004,22.92985913,22.79545539,22.59423147,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.544642408,9.373601553,27.85181701,2.500000031,2.100000021,3.069010671,14.43349633,6.704140752,7.435791083,9.524554843,12.25692055,11.77990023,14.64634115,13.70828422,10.85710324,14.5634354,28.78134894,24.89210592,14.32823128,21.84242344,23.22347434,18.5271202,17.3999359,24.98767838,20.92510546,24.25685129,
53.18682682,64.65345362,36.29847941,22.74108549,20.31055597,22.42798057,30.25829317,31.50684426,29.58198376,26.70537675,24.21051829,26.60653565,29.08213034,31.95364876,35.06032775,39.11192105,31.0038858,26.59574128,27.3323232,25.96074349,35.76581576,48.16318996,59.73239437,38.43843856,30.39123631,30.28430264,29.45062753,19.72836302,18.61911988,14.1282962,15.90551181,20.52816443,21.59969088,29.49611893,54.48613543,36.57264249,32.79041317,22.23338497,26.68437527,27.77202788,22.6259542,26.35663721,23.40759656,26.09032417,22.52034084,25.93799848,28.28345678,61.05369606,42.07141217,54.29511083,47.19017067,36.84190123,43.81682827,47.06459597,53.24824624,77.89006204,72.5291823,36.18866696,23.17658907,25.27686571,
20.25478807,20.49257191,18.12659185,17.65442074,17.5140548,14.72523476,19.05847036,16.99801193,19.09023501,17.87734498,20.23228489,19.41547028,18.12682608,18.26986346,21.45577944,16.9925057,17.56270314,18.75203379,18.28426355,18.15098539,19.06853774,20.62399478,20.4871425,19.8932137,18.96497004,19.0409037,18.00116265,19.99748878,21.98974065,19.97575416,20.60673055,19.10546385,20.55450146,24.94213311,25.53844675,25.79874333,22.15093866,20.92375062,19.72807918,12.88013417,14.89562703,16.03225135,17.25154184,18.68181902,19.44099661,21.65624131,22.9389629,23.45428069,23.72092145,21.98758309,21.88876227,22.99559144,22.10464406,22.18254485,24.00331366,23.77369229,23.16741956,21.59937684,21.32552887,22.28644454,
,,,,,,,,,,,,,,,,,,,,18.04216914,18.04235589,18.04233181,18.04225694,18.04228943,18.04234217,18.04236517,18.04236765,18.04239148,18.04238232,18.04228002,18.04237649,18.04233559,18.04234494,18.04234211,18.04228945,18.04236157,18.04229837,18.0422766,18.04227634,18.04229519,18.04234013,18.04231172,18.0423216,18.04233401,18.04231317,18.04232581,16.8874091,19.24887687,17.99068055,18.1749652,16.02147148,16.15156407,16.35616975,15.20296538,13.63804028,12.56067301,13.43344337,14.97419331,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.78971192,48.5351919,43.7894261,47.64732141,47.50878187,37.19352324,31.62958465,37.0042258,30.18659418,35.25662236,38.21336828,39.40545858,35.29586619,
17.50043576,18.87822578,19.4533334,18.7944282,15.99412272,19.50362635,19.05839096,19.35734437,18.02719133,20.02899899,20.5364402,24.336557,22.02706979,23.99334779,26.73865196,21.6410984,23.66219118,24.26976921,23.46136179,25.31401397,26.5747299,29.02664822,24.68609352,24.18175913,22.69946366,25.88917329,25.20973983,27.12149083,24.46626492,26.58599561,27.3228218,18.65379445,20.6624446,21.26665718,20.99541235,19.74293207,17.9117927,20.26459036,22.80616481,21.09099983,20.73621629,20.14244599,19.92750133,19.00525936,18.99110042,19.0529303,21.21883042,23.46512958,24.86344631,18.43007075,19.71485953,19.88936246,20.4795953,18.97722239,18.80662195,18.43282008,18.37741275,19.32107903,19.62788135,17.66428371,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,25.92694101,25.93697326,25.93454637,25.9162428,25.89200872,25.95493528,25.98713369,25.922409,25.82472879,25.77083897,26.26956589,26.14812672,25.59878371,25.33632734,25.50139111,28.76320219,25.540928,22.85207025,24.02404456,26.32671003,24.80249224,13.99548243,6.544959175,6.394381927,5.242130851,7.014274978,15.89695562,14.95392944,13.20312508,11.85702671,12.50335347,11.46472489,9.196350159,8.503615478,8.800617753,10.77459352,11.72861509,10.18396387,14.84467892,10.9375,10.07337396,8.470792869,8.57521773,9.393633017,7.611337036,9.389094832,9.560030645,10.31274845,12.03723144,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,22.52917602,26.56483238,34.8853722,37.2161941,38.72658021,37.81401897,33.81278141,31.7201665,30.11348713,33.59503199,30.34003462,25.92291888,25.53084143,27.45628501,30.89192911,27.04542752,25.84215003,28.69895942,24.08770256,25.51565377,26.58985465,24.26023238,24.08738491,19.08053376,19.9419086,20.57918745,17.89483669,20.46107964,19.67579084,22.07057916,22.44824793,24.60449107,24.38121085,28.95596935,22.87464111,24.02549844,18.92636345,16.20286062,12.92515846,13.56490626,13.67897902,17.43922926,20.12823241,18.51194227,19.89862737,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5535939,22.47918978,25.62474259,26.71042886,30.05820663,34.17051618,36.10606504,32.97793431,30.94062757,29.8259685,31.94629821,32.12080371,30.61703869,29.69361618,30.02510062,29.55121453,30.38272884,32.39430781,31.33111213,26.80079002,27.35986897,27.19092007,26.35984829,25.01318549,26.01012112,27.98324807,26.02397437,26.37162542,27.20195327,26.91879232,
