,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,,,,,,,,,,32.70424474,31.8095424,30.59086518,29.27810077,26.45493667,24.42246851,25.56140327,25.19637565,25.49771118,27.42884498,27.20555904,24.60613159,23.15102161,23.93920754,23.70189464,23.115307,23.13548743,22.54349819,23.27518296,24.24909269,24.82831535,25.77235465,25.26003784,23.93851127,24.33046378,24.32674799,23.26229065,23.37551947,24.02046247,24.00343776,24.486864,22.96045182,20.77639073,20.43679377,19.83907325,19.48512221,20.57071461,21.37992839,21.44618671,18.55646371,20.06578537,21.63523367,19.71598836,20.05374642,20.37029066,19.74294325,19.96742952,20.84635536,21.57945543,21.3888462,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.87368761,2.85445713,-0.098399953,25.08084125,24.18783258,5.62735089,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,25.64422791,25.15386215,25.04534622,27.03782047,26.74617712,25.91218121,26.70725882,27.5370573,26.93560675,22.47136377,25.41416063,24.4061957,23.13527667,23.11801108,20.12435332,17.01365319,18.27134084,18.36426446,20.60271185,22.09975165,23.78456876,22.02182102,21.05724152,21.32323576,20.79838341,19.61162028,18.93956955,17.37785844,18.73446114,20.68642172,20.06369802,22.06194616,22.65514829,20.8877451,22.35154176,21.82520969,21.34305458,20.92172748,21.69132768,22.20643003,24.29828913,25.27783812,23.98408933,19.08834954,18.0760448,19.12695774,19.46639088,19.69080552,20.09102032,20.63120596,21.77539574,22.05306242,23.1464262,22.70997721,
12.61154638,8.867142985,11.90389516,16.01828402,18.32098463,9.773674136,15.85526984,15.52957093,15.37392271,18.13084112,19.14345338,17.85778578,19.70816142,22.09706585,23.3471306,24.51005779,22.3138555,21.78888622,23.87174721,25.35507747,24.62987887,22.70376787,19.23821274,19.76254007,17.87777246,17.37191114,19.57190292,22.84297546,23.21926677,25.76373334,23.34965915,16.64806902,18.79126781,19.75813791,21.00439562,20.04953701,20.05426752,22.10140527,28.06937833,27.11277108,27.8926622,26.77064408,26.95675567,19.40916274,20.62734865,24.77307114,26.9268715,28.35139098,30.02372255,23.57348335,26.37996593,25.02625542,24.29574454,22.72366651,23.11293969,23.44214517,22.97219036,22.47188432,25.79567092,26.00348702,
42.1845774,47.189529,35.42061341,28.94066239,21.8466084,22.60394356,17.32413168,23.43441677,27.86792192,32.35273648,36.64906885,35.28134219,34.30248942,40.28419497,40.0165344,45.40682642,43.3502751,46.91473512,52.21935402,42.54592508,39.07692215,36.99059454,37.28323708,37.56953342,35.16442399,34.56917207,33.55592459,27.55637947,27.63948454,30.07323386,28.58942067,31.8413271,30.75748942,29.09090811,30.08014286,30.90855624,25.67841426,22.44697253,27.14848166,26.24766923,23.56391504,26.84105278,30.65339162,30.34065695,33.26354011,31.65640481,30.17045658,34.46947141,37.34844505,46.87645678,41.4302818,38.053207,39.15272606,43.41115848,45.62657592,50.78071821,50.77772989,48.54344466,47.27879016,45.99110058,
34.07908503,28.1969484,15.10561233,20.42748784,22.83272367,24.55985995,27.1509559,22.15756358,23.10808896,23.36671458,29.98928598,30.85285488,29.07858072,30.69226756,31.12636267,32.87941306,31.3560148,31.94748709,35.12482089,34.14501234,32.85325552,31.71450989,30.99812783,31.73855614,32.8086892,36.13591288,34.82729629,34.52560854,36.48177261,35.42624959,33.57923145,34.50062095,37.25413476,40.66959675,38.37072233,37.62646931,36.69179574,34.71824517,32.76295341,31.45972664,31.1815484,32.84793362,33.32561461,36.39182761,38.13860794,37.15077245,36.6221963,37.07662907,38.67333302,40.90507513,42.4799328,42.61111832,42.5019389,42.55448293,41.98930018,39.90163043,39.48271328,39.85968823,40.63328506,40.04680052,
17.75819488,25.64921025,17.31804713,17.24118505,18.71029373,19.22200247,18.83160138,18.90985313,19.7345329,20.34780125,21.56511811,21.396082,21.38978839,19.42302114,23.13628596,24.49521186,25.93879016,26.49639791,26.68657483,24.47948308,25.31214817,24.62141102,23.2748946,23.46992495,22.3782054,20.99395167,20.81349122,21.68515191,22.97335863,22.87929311,23.57358056,23.58550659,24.28899918,23.65833965,23.39350765,23.89744073,23.8463338,24.63753606,24.72527997,23.46024201,22.90910475,22.2658827,22.30948848,23.30906515,25.65344083,26.03332332,27.09195223,28.58234812,28.53937994,28.16712814,28.62902903,28.68746613,28.67849537,27.73101557,27.87719973,27.82694918,27.1782209,27.44949833,27.2699712,26.54875854,
,,,,,,,,,,33.56589592,32.7472884,31.48564089,33.40066791,34.36741023,32.59664308,31.53074386,31.51025063,33.24660088,33.97191009,33.08888459,32.04382962,31.2153479,30.70870339,31.20657964,32.55067291,31.96456812,32.19257554,34.12600259,34.03708696,33.5579679,33.66281057,34.17812028,35.1980238,33.84464607,33.8221312,33.57193838,32.31569623,30.18072206,29.2957991,29.43384668,29.37897525,28.90680795,30.31769536,31.40054038,31.04914549,30.87384282,30.99472087,31.965486,31.33982031,32.4164912,32.73059448,32.85011191,32.97172255,32.87107443,31.79410155,31.38971892,31.81790565,32.27075046,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.84633269,30.48322103,28.27695072,30.64227764,30.12289471,26.68082438,24.4241703,24.83299053,23.28844742,22.6424123,18.79575743,17.61129507,20.32614962,21.35540757,21.28327565,22.46263771,23.56822135,23.74611637,25.17514186,26.85374922,27.51618336,21.59454606,24.3083055,26.22444306,25.6200698,25.05088294,24.20210913,23.9990284,24.62433394,25.53331148,24.32730331,23.56219315,
,,,,,,,,,,28.62308604,27.59535498,27.21079812,28.30642356,28.80805383,25.4588499,26.52715092,25.74958208,24.67549839,25.35815551,25.67000103,23.45063217,23.11325587,22.53006432,22.58966341,22.5303708,22.7821077,23.22797946,24.65067893,25.69804207,25.27932251,24.60753093,23.68576576,21.83018726,21.97911435,22.2234127,21.78396941,21.78006153,21.95707801,21.88439632,22.68432752,22.34673608,21.61235615,21.63139543,21.90787216,22.15485004,23.14617242,24.04761342,23.69528553,20.28299324,21.12177566,21.81333172,20.6423647,20.26777426,20.54959407,20.8154235,21.00248914,21.57848049,21.72869965,21.77537693,
25.4143931,25.42510388,23.73171192,23.92028891,24.63716129,24.36489482,22.38243597,22.90410645,18.35770879,22.48402678,19.55991545,22.39885212,23.25351865,20.52541332,24.64319804,20.57484429,21.05575904,24.48968389,26.60325304,22.78524468,25.3748809,25.82635515,21.7648178,20.66603512,18.78183489,18.95160655,23.56884713,25.40759223,26.11010737,27.08991607,24.07200302,22.04545325,22.6700564,21.07743002,21.28627174,19.82476483,18.53781543,20.30894446,23.99565774,19.62846281,21.27872101,22.34919319,23.70237849,19.58955329,20.19900654,21.63710123,22.45981393,22.70482793,26.38750759,25.63926505,28.03731307,28.14239888,27.79583594,28.46705779,28.31443808,26.87009832,24.97903494,26.28025933,26.74776488,24.95487043,
15.43555434,16.06823409,17.86436317,18.467454,19.4041514,16.88369013,16.39471639,14.06817106,13.01299724,10.74742077,14.60207396,12.86547975,11.25350977,13.19739805,18.88831356,25.94504956,21.62843421,23.99176604,28.60038077,32.18702435,27.5,32.09875036,28.94994656,30.82706767,30.37974684,29.75871314,29.47845805,26.01941748,33.11688312,31.68831039,28.91440585,23.73333333,19.48238677,19.84536082,20.62857143,20.14705882,18.1342633,17.56299361,21.50313152,21.6189857,19.55307263,18.26038472,17.99947216,16.88622754,16.93797651,17.97585887,18.73077546,20.85123523,22.38972641,19.19017463,19.50107741,17.10305594,16.02675106,14.21199742,13.64319249,14.28863701,15.04023031,15.27377522,16.65615,17.66153731,
,,,,,,,,,,29.53155912,28.3445476,27.92006869,28.71960472,28.98217484,25.51642028,26.5505468,25.76349671,25.07519224,25.85243535,26.56376536,24.24876435,23.64520304,22.75988698,22.61683152,22.39086085,22.40442929,22.52981876,23.7076846,24.49511377,24.77295728,24.41757713,23.35790587,21.41739299,21.7511306,22.17097749,21.69231635,21.90031192,22.6871945,23.05605203,23.69599432,23.11060123,22.15518327,22.08476929,22.24706106,22.4478353,23.33290848,24.04127066,23.58069829,20.40003465,20.99122319,21.54192969,19.96156988,19.52278115,19.84060496,20.188406,20.40480438,21.02564126,21.51944396,21.76304944,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.810856542,16.99501349,25.13739619,22.53669613,27.58925736,31.28072738,32.28685892,45.51417965,21.99675676,35.26062176,29.54893233,26.54396041,20.26292175,20.33943972,13.68111654,12.67357541,12.71354048,9.263795978,12.38540149,12.62631766,,,,,,,,,
,,,,,,,,,,28.35870953,26.07149712,27.31211934,28.69800544,31.84526755,30.10809539,28.41782332,26.36509428,24.17135396,23.5635554,24.37211379,22.70685592,22.58306209,21.72842695,20.59604874,20.81940492,21.7284206,23.16043568,25.34855614,26.67576158,26.83614207,26.01697819,24.06589903,21.46347684,21.65143554,22.51882376,22.22656034,22.61106018,23.9270998,25.53770796,26.6403849,26.45903739,26.68420603,27.50347142,28.28537752,29.38717236,30.56534867,30.44222478,28.45455914,23.3033424,22.30306635,20.5718755,18.43566913,17.21569504,17.90200725,18.99627873,18.75332184,19.41117185,20.46683347,20.77255915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.01940645,26.85360828,26.4413562,27.51664888,30.76330033,31.67006768,25.8807188,28.43864517,29.55988065,32.92032361,35.18432125,34.66083075,33.37725061,39.85693914,40.01423768,31.59658994,20.89159503,21.51681808,25.4498295,29.14349148,27.02253492,26.9217626,24.81948628,24.90845582,26.72706158,26.74897545,27.69202416,
,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.10766647,37.09796197,34.08111832,37.9937253,40.67127298,37.3487737,38.44398637,34.72881719,35.26398392,
,,,,,,,,,,29.60943425,28.36105919,27.9422643,28.67709379,29.01060491,25.66484574,26.6748538,25.775879,24.97351762,25.80378964,26.47638834,24.10780212,23.55202788,22.7146563,22.67151067,22.57740609,22.57918385,22.68713044,23.81759667,24.65709172,24.91602431,24.31100181,23.30077067,21.37590438,21.75201211,22.15987643,21.77932843,22.06308248,22.82237317,23.06314767,23.73924245,23.12403297,22.16413641,22.10904432,22.34460061,22.51492971,23.51185579,24.37858284,23.94765633,20.60286863,21.16312786,21.73098896,20.23878983,19.77298521,20.16215925,20.53952047,20.66693806,21.28073399,21.81866347,21.97180338,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1316083,25.34076468,26.8502877,25.99834181,24.29686444,23.72587614,23.24724674,26.78122456,28.49557897,25.86813508,24.97586459,27.35330642,21.87755075,21.44141972,21.45442559,22.11342128,24.11348921,23.73199182,22.57942573,22.11220521,20.92346444,21.08484876,21.46506005,23.90303106,22.97208373,,,,,,
,,,,,,,,,,31.82451592,31.94473997,29.41598915,30.89732006,37.02953807,36.16883009,29.22784334,27.98790934,24.39675632,27.77615264,31.24758594,28.3972995,28.67322384,28.39462221,27.22970445,26.94651901,26.05713557,26.80459566,29.10470133,31.99986029,30.13885377,24.09233708,21.07286924,18.5840295,19.7610993,20.34723843,20.24039262,21.75494328,23.01492438,22.40537048,23.86435262,23.17739304,22.05258408,22.2268351,22.8700286,24.60424927,23.99636778,25.55165925,25.24695648,21.47270656,22.08267116,24.04418226,23.39071912,22.33446391,21.9210525,21.71298815,23.27485541,24.05182067,25.32182964,24.17732254,
,,,,,,,,,,,,,,,,,,,,31.84110686,34.28962318,25.55663343,21.14489396,18.91421626,19.08856817,18.23397414,16.00156975,12.85588309,13.4312729,14.28474747,15.71704212,12.76510446,15.97929804,13.48881156,13.71539933,16.69846051,18.31398234,28.18118298,22.78511489,17.26179119,16.12959132,19.74871097,21.99496145,19.13145763,20.85670132,18.49016073,15.49023814,23.42312406,19.01875836,18.73804801,20.998549,17.27223288,27.63363335,17.71352411,19.70916565,19.15134983,19.86333299,17.62333319,,
25.57757185,25.26637125,25.97792851,26.00714801,27.48639672,27.18196331,27.96585613,27.98146183,27.51144007,28.40894933,28.1921749,27.39029331,27.65277627,28.22529875,29.11681402,24.89358816,26.45921676,25.58416203,24.31335427,24.85748726,25.74805764,23.51853486,23.79788699,21.75040583,21.22922648,21.16857972,21.75691999,22.26294214,23.34268251,24.26836863,24.40966033,23.60216359,21.96001178,19.5434101,20.31737475,20.51313622,19.62226875,19.45200139,20.68051093,21.36389819,22.48805446,22.16486803,21.31558247,21.18612886,21.88960334,22.45262344,23.23771164,24.1648123,24.12988486,21.33315982,21.9462945,23.22090937,22.62663227,22.28719307,22.70983107,22.71232406,22.60939274,23.43619001,23.87173734,24.15682349,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.75784312,22.92938211,29.77236608,25.12013568,23.02877092,29.55771634,19.17760816,20.00791399,26.45600834,32.39644496,21.58668462,16.76644245,18.43252646,15.84457539,25.87255961,22.16303044,22.43028038,21.49219373,21.24694907,22.65497521,28.66847205,,
,,,,,,,,,,,,,,,,,,,,,,,37.74647887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,31.95530012,31.96954329,48.11059908,37.55431409,51.7621738,62.67301038,73.49464609,58.0701246,35.0148368,32.91964009,27.53815528,36.35064316,35.0155606,35.18532848,32.96491454,41.99266911,46.36463901,26.36114776,37.47482714,26.30475477,21.67715661,26.46803177,22.42511447,22.44852419,21.86759487,23.30316662,24.8489416,30.76131384,39.55765673,26.16858187,21.90205643,22.74546907,25.10709764,22.63910148,21.49605177,21.3645323,24.04519626,24.87869405,25.08989743,27.98111336,29.70111381,26.64238956,26.96614996,29.18059503,35.1390486,29.23095629,26.98226104,21.29860844,21.7809361,22.22699932,
,,,,,,,,,,24.18047051,23.60308577,22.98549975,26.95737079,27.50119071,23.73261069,25.8351572,25.21132904,24.59604654,24.74641787,21.27274997,19.18921233,19.98027773,20.89608918,21.99987664,21.81433518,21.57084821,22.50675074,25.20068208,25.83574187,22.96464259,19.59018482,18.83030811,18.37508909,19.3755153,18.54881775,18.75369939,17.78585192,18.21253867,18.20065757,18.45186104,18.37260713,18.38634438,17.86597576,17.63722912,17.83432192,18.19586514,18.54665797,17.46968894,14.94640283,16.08849841,15.65619382,15.83902785,16.30057421,17.11015895,17.41335993,17.40073436,17.52463113,17.19686201,17.31840677,
,,,,,,,,,,,,,,,,,,,,29.20353982,25.20325203,26.15384615,31.06060606,32.85714286,34.28571429,29.9270073,28.87323944,30.82191781,27.77777778,30.66666667,28.125,23.39142091,5.999914618,2.646569877,4.032902674,19.5957322,17.83745856,27.1704526,26.45299628,26.58131588,30.32774648,28.50118294,29.09587697,30.98744949,33.32960442,29.73480591,33.45455401,27.6897913,13.98587791,20.52415955,22.20325213,25.87586724,20.99107827,25.40611747,26.29438633,30.15208171,27.29014563,28.12302408,27.21579235,
24.39585731,20.10752688,17.12259372,18.72727273,19.49838188,17.87175989,12.8458498,10.30585106,11.11764706,11.79410295,14.16555998,14.12,7.104795737,9.025992574,13.0472103,12.72004543,,,,,,,,3.749769069,6.876822602,9.570089317,9.362075742,10.43404826,11.29599047,13.20901431,14.44399729,15.87898641,12.8,22.21017019,23.95773295,20.02141466,21.19999647,24.80621254,23.10938945,21.0005345,23.9986005,26.5994216,19.7,22.93692798,28.37750668,29.00214064,22.95412369,15.38454499,16.49196394,16.43179311,13.10019371,12.80999297,16.96772212,26.49231238,29.4592936,30.04926616,27.85237819,22.32224184,24.55073291,26.4371418,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,14.93001653,16.2630231,17.08681814,17.18294977,20.10747004,18.20261636,17.54866792,17.75851421,18.6498298,21.79085226,20.78250745,21.00870908,19.20823046,19.84738947,20.47278961,16.47788213,14.53812401,21.61600363,20.7276096,19.53483182,24.5634012,23.4196755,26.21770065,21.30661486,20.32539913,24.0533327,26.02152624,23.49396044,22.81657671,24.16336504,52.6698422,22.27041715,18.92727128,19.59001033,
,,,,,,8.178087397,9.187747958,10.5903207,10.04112646,6.889857733,5.593100437,7.22660473,8.12,5.957107993,8.545018007,11.75145705,13.27856836,23.13292411,29.08966881,26.69547522,25.33389988,22.46033002,18.88316426,18.31340466,15.08618238,16.59925327,17.12583291,16.355963,20.36526023,22.34319427,20.33774598,24.78932969,5.277756134,4.685493621,6.903703396,6.779200574,5.175169509,4.884402019,4.755047184,4.562497397,11.17274014,7.278327629,10.03888601,14.31837652,13.83185067,15.69068531,12.56652088,10.52243473,12.8914138,13.87671053,12.89616829,20.87716865,14.71153313,16.65261512,20.34981319,24.91993419,22.95972982,20.87842426,22.52398971,
,,,,,,,,,,29.5728971,28.00017971,22.75212495,20.8898784,16.8153072,15.39744471,16.25874031,19.78049773,21.69508568,21.83705949,28.18096136,25.74569319,28.25955486,22.66192627,37.72455649,35.10014044,23.77964046,35.21446273,44.7013023,38.98193313,29.92581868,30.98937435,48.39673914,30.85746905,21.77070415,22.30105478,23.05207551,23.99925484,11.36699507,15.55014821,11.74094754,10.2246026,7.415466502,9.082794346,8.824550836,11.02634274,9.99072599,12.51998093,12.78603613,10.80213113,10.78523644,9.934991105,6.699038757,7.22440486,11.41660242,8.085553072,7.823093745,9.000980526,10.89308924,11.30010525,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.47674882,26.50112454,29.58590734,27.54175181,39.39282565,38.05629949,32.04927127,41.1481429,30.30804516,28.70930017,24.7014529,16.69864599,14.03171665,16.16414638,13.20715784,
16.48514637,22.26648788,23.42551372,27.14220675,31.754039,34.84303022,31.42656344,29.54725128,32.0835314,36.75987144,36.45784687,38.01798027,41.74699261,48.28359838,38.25291416,36.41777978,38.21035794,33.74402369,32.78232343,32.09267533,30.61387396,25.02019023,29.78698242,28.64299572,29.80527445,31.34407961,30.33360726,23.08087384,26.59217698,26.85865348,27.55676812,28.40504318,25.40976862,24.18197042,22.78915433,22.4715923,23.35386936,22.44088106,25.17549977,24.14970789,25.82568672,25.69133515,24.74970446,27.3748853,25.30716954,22.09927829,26.15190165,27.13109797,24.51129237,18.33789723,17.04824108,15.10465678,12.80315358,11.6010473,11.91102003,10.21701115,11.47456206,12.50952605,13.11190193,12.54260502,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.35609528,16.31696081,24.15826054,23.13912208,30.49815061,40.29841374,32.21237503,52.35331723,64.0087149,37.67208018,30.09516231,22.59795624,24.02966611,24.49667192,23.15621969,23.84508402,,
10.30088255,8.916133456,8.779293459,10.55590751,12.8165663,13.30929948,10.75717265,12.94117647,15.1443651,11.40841853,12.82563025,14.38432084,12.12582687,13.6851933,18.598767,16.09479141,21.40517163,20.03831694,21.61894964,18.74510999,15.86556158,17.03165901,14.14477392,11.07182272,11.57233356,11.49741958,10.33274397,13.91056437,13.69919728,13.5151112,13.60261471,14.29528044,18.32531872,17.24628543,15.68129958,15.0551087,12.68678211,13.68454175,17.39551621,17.35399322,17.83538743,19.65917041,20.55392792,20.30059505,20.84655363,19.7358827,20.82414078,20.8312075,16.4020969,13.05295465,13.93750888,15.22919992,14.954571,15.84262668,15.0711624,14.8281551,13.86196874,13.61890266,13.87868427,14.51540401,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.27278958,23.97991212,16.63674446,16.89346167,16.05271039,22.23448276,23.86831276,25.8170703,22.26332971,20.81829122,22.75952203,18.63144832,19.83981312,27.21774194,26.4062009,33.06105263,37.45268902,29.07441985,20.50958429,30.99313777,32.75862069,31.37132319,24.96542185,21.38964578,27.42032307,35.79487179,40.1382507,31.1079099,21.14548142,22.23620555,31.13309854,39.76315044,51.75132623,40.42814136,27.22287779,33.22868326,31.85720693,31.88794199,28.92075512,24.99795472,23.77598249,21.5703447,20.86049903,20.95211587,23.54568087,24.78477367,,,,,,,,,,,,,,,
,,,,,,,,,,27.49028088,26.90166404,26.70586311,27.49862668,28.32636081,24.96870943,26.01040376,26.04951451,26.30409393,27.03538288,26.27836188,25.54130211,24.32954178,23.96498451,24.99419913,24.43411335,24.33658174,24.49120475,25.15852584,25.47962114,25.10163184,24.13632042,23.39699323,22.66741826,23.03891961,23.24817108,23.30778572,23.53577235,23.6586851,23.6352695,23.98950817,22.97188433,22.24671972,22.21766132,22.6987012,23.13704448,23.66984749,23.78653362,23.18564076,20.22392355,20.87826953,21.24551033,21.11415012,21.11691502,21.53051189,21.84503936,21.55149575,21.87143197,22.13589214,21.87208845,
27.68868592,23.98390342,28.44480258,33.48997794,36.24663526,34.89572135,27.64318723,20.1098546,16.61525434,16.35540464,20.40595516,24.34316555,23.41911651,22.88334503,24.18289585,22.94662123,25.38159478,26.52147809,28.72980346,32.63525925,34.85332721,34.93933563,30.98339328,26.66961216,24.41792116,21.50017258,23.43249357,26.06783697,28.35202842,26.52350724,27.17052478,26.92142457,28.17687361,27.24986842,31.37927421,34.29070085,31.80034664,34.20019037,29.0038637,24.97950925,27.58240928,25.49120382,23.18095242,22.37964014,22.35743374,21.05982119,22.28514831,21.3960755,21.04121437,21.84686409,23.89046642,24.1431843,25.22013354,24.03038856,23.82246942,21.54147973,21.50878681,22.07090063,21.99741038,18.8692802,
13.89840608,12.1841662,14.89361702,15.9556314,14.61706783,14.61712376,16.03782162,19.65390403,18.49876314,19.37125604,20.88520055,17.0998632,15.94022515,19.0684942,26.19623006,18.95017794,19.21365056,23.06079734,24.34740456,24.54985584,22.70191474,19.31158551,12.92812853,12.69070323,15.96335499,15.87987036,12.6961513,15.95997628,19.24261674,17.54532493,21.06460006,22.5987902,23.79877188,30.76104643,34.49427149,28.92652158,28.53412384,29.48686527,28.34876847,31.78360771,28.28843121,26.00094413,24.25843833,25.28088236,29.66555733,27.62297589,28.34192973,33.66530061,36.06596984,20.59944375,21.87984069,25.99999164,24.56420879,21.7603523,22.18383223,25.11800475,23.37712854,24.82069477,25.89710279,22.29145412,
,,,,,,,,,,,,,,,,,,,,,,,14.17307996,12.76949263,13.57576925,13.54517662,14.036777,12.47611105,12.57462462,14.67562701,15.36988735,16.6297804,17.8526367,18.56309112,16.59768639,17.15447535,16.51248095,17.33948957,17.1426293,17.99282846,18.34815623,18.19263679,19.03516639,19.57944833,20.34010428,20.08405678,20.82012118,21.43360554,20.58297986,21.74328529,23.84212561,24.90314148,26.50242714,26.76100947,27.20450793,27.00156747,25.73213926,23.9517646,23.65642224,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.22919085,20.53492243,25.62947237,21.87585594,21.36703324,20.21144235,21.43785405,24.72311451,28.12856272,26.89953411,26.99613362,29.18939759,29.06192233,30.73433069,25.15561059,21.11024832,19.94045302,18.80848344,19.39089558,18.94628755,20.6067456,21.02186836,21.9960551,23.44586448,22.66727262,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66070113,18.8298645,19.92006691,24.36798141,22.12021647,13.83731975,10.20056948,26.08958322,28.13042639,24.52875606,26.00441291,27.6980391,8.255648137,8.006452476,9.649861458,16.91845999,11.56334141,9.788357336,14.7982474,9.138193407,12.67361829,12.97293762,25.41190804,20.99675913,17.50917931,15.20641087,14.5477593,14.19438015,11.8015013,12.63827368,14.02517754,16.47144073,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.94751783,16.46478805,20.4367428,22.72696477,23.14613098,24.80903303,26.28171635,28.71536208,27.16413753,28.06490098,26.23521466,25.60341919,24.60774281,26.88364635,25.3177433,25.78961132,24.27787796,24.62473131,20.26333247,20.48123547,20.29160499,19.28586667,20.92347146,23.40505571,23.20821295,21.1578598,22.80418765,26.61764156,28.15508645,
26.17939327,23.64300787,16.99891757,19.30204971,20.73628746,22.15577398,23.43234522,20.58447469,21.38832405,22.23185383,25.61335618,25.82983572,25.00340162,26.17935979,27.1346156,28.89560578,27.96443859,28.4861973,29.99387507,28.75652375,28.86359181,28.14844835,26.52351986,25.80824799,26.15823413,27.76748755,27.07678852,27.84566375,29.17834007,29.61599095,28.07644965,28.70240601,29.94458502,30.75870309,29.83659742,28.71522181,28.07239572,27.67499014,26.44850057,25.3612049,25.67587401,26.38276077,26.14763645,27.78765588,29.70837457,29.34005233,29.77222586,31.03641684,32.01623535,31.35354338,32.65901428,32.92069063,32.74209001,32.30381029,31.8094506,30.51722525,29.82477799,30.05211821,30.20191189,29.80678538,
25.66419029,23.25719683,16.90671941,19.11785067,20.52262249,21.88015547,23.06068255,20.34583136,21.11110571,21.90568874,25.18020152,25.37828845,24.53882793,25.67617479,26.66347,28.36457655,27.52786672,28.09039043,29.50972577,28.29248379,28.47851817,28.64384648,27.05187904,26.13491006,26.17365889,27.53009054,26.99458423,27.65063922,28.79361254,29.34411511,27.91291744,28.43669656,29.64130904,30.39457514,29.51366942,28.37489715,27.76198319,27.3688471,26.25794165,25.16713042,25.46426568,26.11930883,25.83354768,27.43914081,29.22770035,28.91566856,29.36628262,30.52324851,31.4148502,30.79167035,31.97780102,32.26591239,32.11272204,31.73488695,31.2882296,30.08211245,29.4373262,29.64335395,29.84100084,29.53305651,
,,,,,,,,,,,,,,,,,,,,,36.86943203,35.74548362,31.33598986,26.41775846,23.78838284,25.69540599,24.57873602,22.22668404,24.67440141,25.12280491,24.01548682,24.6570814,24.49086615,24.37665064,22.77418148,22.64780474,22.3271897,23.11975887,21.97105243,21.96919951,21.76795866,20.67373606,21.71377815,21.33299423,21.88901165,22.63000914,22.03436246,21.52774099,21.59234399,21.00218745,21.71855213,21.95882239,22.57184656,22.90785491,23.20911482,23.25962267,23.08984287,23.8622823,24.77310824,
,,,,,,,,,,,,,,,,,,,,,52.56694632,51.18616853,45.82352299,37.70288557,32.25742944,36.05771795,33.86782276,30.60295936,34.5486411,34.94490694,32.62442042,31.37105008,30.11532816,29.63034034,27.54303891,26.8253563,26.81543471,28.01485985,25.82201187,24.99775964,23.92481555,21.68363429,22.74492322,21.82957526,22.1934094,23.60831428,21.33457695,21.01122388,21.54751205,18.81990332,17.81695999,17.3113089,17.13084791,17.76975844,18.19924531,17.86582871,17.72966515,20.23882657,22.67112828,
7.867760123,95.32014465,5.602576586,8.196210421,12.08382982,6.692113032,4.526748971,8.008964378,8.804311537,11.66298749,13.62275449,15.79520697,18.77738826,17.8872864,16.78184535,20.34170457,20.72129155,20.12761234,20.53415985,20.93432088,20.87150159,21.38449294,22.58345268,29.40177156,24.88467494,25.34694597,27.64651732,27.24671899,29.09802202,30.6830326,32.70769009,31.86942548,30.17582734,28.28067311,29.57068775,30.42981109,31.60236064,30.30767579,27.42950667,22.13875931,22.24569693,22.53926632,21.40407021,25.59849839,24.05636637,25.08140994,25.40021729,24.92028385,27.81624458,30.98519241,32.88012145,32.98433326,35.07159361,33.83135679,34.60034391,34.06279218,33.8587393,33.7105948,34.55931126,33.76552073,
